Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      1.18     0.00        6     0.00     0.00  ImVector<ImFontGlyph>::_grow_capacity(int) const
  0.00      1.18     0.00        6     0.00     0.00  ImVector<ImFontAtlasRectEntry>::_grow_capacity(int) const
  0.00      1.18     0.00        6     0.00     0.00  float* std::__miter_base<float*>(float*)
  0.00      1.18     0.00        5     0.00     0.00  WindowSettingsHandler_ReadLine(ImGuiContext*, ImGuiSettingsHandler*, void*, char const*)
  0.00      1.18     0.00        5     0.00     0.00  ImGuiNavItemData::Clear()
  0.00      1.18     0.00        5     0.00     0.00  ImGuiNavItemData::ImGuiNavItemData()
  0.00      1.18     0.00        5     0.00     0.00  ImVector<ImDrawChannel>::clear()
  0.00      1.18     0.00        5     0.00     0.00  ImVector<ImGuiWindow*>::ImVector()
  0.00      1.18     0.00        5     0.00     0.00  ImVector<ImGuiWindow*>::~ImVector()
  0.00      1.18     0.00        5     0.00     0.00  ImVector<char>::reserve(int)
  0.00      1.18     0.00        5     0.00     0.00  ImVector<unsigned short>::ImVector()
  0.00      1.18     0.00        5     0.00     0.00  ImVector<unsigned short>::~ImVector()
  0.00      1.18     0.00        4     0.00     0.00  ImStrchrRange(char const*, char const*, char)
  0.00      1.18     0.00        4     0.00     0.00  ImFontAtlasPackGetRectSafe(ImFontAtlas*, int)
  0.00      1.18     0.00        4     0.00     0.00  ImLerp(ImVec4 const&, ImVec4 const&, float)
  0.00      1.18     0.00        4     0.00     0.00  ImTextureData::SetStatus(ImTextureStatus)
  0.00      1.18     0.00        4     0.00     0.00  ImGuiTextBuffer::ImGuiTextBuffer()
  0.00      1.18     0.00        4     0.00     0.00  ImGuiTextBuffer::~ImGuiTextBuffer()
  0.00      1.18     0.00        4     0.00     0.00  ImDrawListSplitter::ClearFreeMemory()
  0.00      1.18     0.00        4     0.00     0.00  ImGuiWindowSettings::GetName()
  0.00      1.18     0.00        4     0.00     0.00  ImGui::FocusWindow(ImGuiWindow*, int)
  0.00      1.18     0.00        4     0.00     0.00  ImGui::SetActiveID(unsigned int, ImGuiWindow*)
  0.00      1.18     0.00        4     0.00     0.23  ImGui::FindSettingsHandler(char const*)
  0.00      1.18     0.00        4     0.00     0.00  ImGui::FindWindowSettingsByID(unsigned int)
  0.00      1.18     0.00        4     0.00     0.00  ImGui::BringWindowToFocusFront(ImGuiWindow*)
  0.00      1.18     0.00        4     0.00     0.00  ImGui::BringWindowToDisplayFront(ImGuiWindow*)
  0.00      1.18     0.00        4     0.00     0.00  ImGui::FindWindowSettingsByWindow(ImGuiWindow*)
  0.00      1.18     0.00        4     0.00     0.00  ImFont::ClearOutputData()
  0.00      1.18     0.00        4     0.00     0.00  ImGuiIO::AddMouseButtonEvent(int, bool)
  0.00      1.18     0.00        4     0.00     0.00  ImVec2ih::ImVec2ih(short, short)
  0.00      1.18     0.00        4     0.00     0.00  ImVec2ih::ImVec2ih(ImVec2 const&)
  0.00      1.18     0.00        4     0.00     0.00  ImVector<ImTextureRect>::end()
  0.00      1.18     0.00        4     0.00     0.00  ImVector<ImTextureRect>::begin()
  0.00      1.18     0.00        4     0.00     0.00  ImVector<ImGuiKeyRoutingData>::clear()
  0.00      1.18     0.00        4     0.00     0.00  ImVector<float>::resize(int, float const&)
  0.00      1.18     0.00        4     0.00     0.00  ImVector<float>::reserve(int)
  0.00      1.18     0.00        4     0.00     0.00  ImVector<unsigned char>::ImVector()
  0.00      1.18     0.00        4     0.00     0.00  ImVector<unsigned char>::~ImVector()
  0.00      1.18     0.00        4     0.00     0.00  ImVector<unsigned short>::resize(int, unsigned short const&)
  0.00      1.18     0.00        4     0.00     0.00  ImFontAtlas::GetCustomRect(int, ImFontAtlasRect*) const
  0.00      1.18     0.00        4     0.00     0.00  ImVector<char>::_grow_capacity(int) const
  0.00      1.18     0.00        4     0.00     0.00  ImVector<float>::_grow_capacity(int) const
  0.00      1.18     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const
  0.00      1.18     0.00        4     0.00     0.00  std::move_iterator<float*>::base() const
  0.00      1.18     0.00        4     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00      1.18     0.00        4     0.00     0.00  std::move_iterator<float*>::move_iterator(float*)
  0.00      1.18     0.00        4     0.00     0.00  std::__new_allocator<float>::~__new_allocator()
  0.00      1.18     0.00        4     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<float*>(std::move_iterator<float*>)
  0.00      1.18     0.00        4     0.00     0.00  float* std::__niter_wrap<float*>(float* const&, float*)
  0.00      1.18     0.00        4     0.00     0.00  std::move_iterator<float*> std::__make_move_if_noexcept_iterator<float, std::move_iterator<float*> >(float*)
  0.00      1.18     0.00        4     0.00     0.00  std::remove_reference<float*&>::type&& std::move<float*&>(float*&)
  0.00      1.18     0.00        4     0.00     0.00  void std::_Destroy<float*>(float*, float*)
  0.00      1.18     0.00        3     0.00     0.00  ImFontAtlasFontDiscardBakes(ImFontAtlas*, ImFont*, int)
  0.00      1.18     0.00        3     0.00     0.00  ImGui_ImplOpenGL3_UpdateTexture(ImTextureData*)
  0.00      1.18     0.00        3     0.00     0.00  ImGui_ImplStbTrueType_FontSrcContainsGlyph(ImFontAtlas*, ImFontConfig*, unsigned short)
  0.00      1.18     0.00        3     0.00     0.00  ImGuiStorage::SetVoidPtr(unsigned int, void*)
  0.00      1.18     0.00        3     0.00     0.00  ImTextureData::DestroyPixels()
  0.00      1.18     0.00        3     0.00     0.00  ImFontAtlasRect::ImFontAtlasRect()
  0.00      1.18     0.00        3     0.00     0.00  ImGuiStoragePair::ImGuiStoragePair(unsigned int, void*)
  0.00      1.18     0.00        3     0.00     0.00  ImGui::SetCurrentContext(ImGuiContext*)
  0.00      1.18     0.00        3     0.00     0.00  ImGui::DebugCheckVersionAndDataLayout(char const*, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)
  0.00      1.18     0.00        3     0.00     0.00  ImGui::SetNavID(unsigned int, ImGuiNavLayer, unsigned int, ImRect const&)
  0.00      1.18     0.00        3     0.00     0.00  ImFont::IsGlyphInFont(unsigned short)
  0.00      1.18     0.00        3     0.00     0.00  ImVec2i::ImVec2i(int, int)
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImFontConfig>::end()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImFontConfig>::begin()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImDrawChannel>::ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImDrawChannel>::~ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImGuiStoragePair>::insert(ImGuiStoragePair const*, ImGuiStoragePair const&)
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImVec2>::clear()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImVec2>::ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImVec2>::~ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImDrawList*>::ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImDrawList*>::~ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImFontBaked*>::operator[](int)
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImGuiWindow*>::clear()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImTextureData*>::ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<ImTextureData*>::~ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<unsigned int>::ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<unsigned int>::~ImVector()
  0.00      1.18     0.00        3     0.00     0.00  ImVector<unsigned short>::clear()
  0.00      1.18     0.00        3     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator(float const* const&)
  0.00      1.18     0.00        3     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl()
  0.00      1.18     0.00        3     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data()
  0.00      1.18     0.00        3     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::~_Vector_base()
  0.00      1.18     0.00        3     0.00     0.00  std::vector<float, std::allocator<float> >::~vector()
  0.00      1.18     0.00        2     0.00     0.00  ImFileOpen(char const*, char const*)
  0.00      1.18     0.00        2     0.00     0.00  ImFileClose(_IO_FILE*)
  0.00      1.18     0.00        2     0.00     0.00  ImUpperPowerOfTwo(int)
  0.00      1.18     0.00        2     0.00     0.00  ImFontAtlasFontDestroyOutput(ImFontAtlas*, ImFont*)
  0.00      1.18     0.00        2     0.00     0.00  ImFontAtlasBuildUpdatePointers(ImFontAtlas*)
  0.00      1.18     0.00        2     0.00     0.00  ImFontAtlasBuildRenderBitmapFromString(ImFontAtlas*, int, int, int, int, char const*, char)
  0.00      1.18     0.00        2     0.00     0.00  ImStrdup(char const*)
  0.00      1.18     0.00        2     0.00     0.00  void IM_DELETE<ImGuiWindow>(ImGuiWindow*)
  0.00      1.18     0.00        2     0.00     0.00  void IM_DELETE<ImGui_ImplStbTrueType_FontSrcData>(ImGui_ImplStbTrueType_FontSrcData*)
  0.00      1.18     0.00        2     0.00     0.00  void IM_DELETE<char>(char*)
  0.00      1.18     0.00        2     0.00     0.00  CheckShader(unsigned int, char const*)
  0.00      1.18     0.00        2     0.00     0.47  CreateNewWindow(char const*, int)
  0.00      1.18     0.00        2     0.00     0.00  ApplyWindowSettings(ImGuiWindow*, ImGuiWindowSettings*)
  0.00      1.18     0.00        2     0.00     0.00  stb_decompress_length(unsigned char const*)
  0.00      1.18     0.00        2     0.00     0.00  InitOrLoadWindowSettings(ImGuiWindow*, ImGuiWindowSettings*)
  0.00      1.18     0.00        2     0.00     0.47  WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*)
  0.00      1.18     0.00        2     0.00     0.00  ImGui_ImplStbTrueType_FontSrcDestroy(ImFontAtlas*, ImFontConfig*)
  0.00      1.18     0.00        2     0.00     0.00  ImFontAtlasBuildUpdateRendererHasTexturesFromContext(ImFontAtlas*)
  0.00      1.18     0.00        2     0.00     0.00  ImDrawList::_ClearFreeMemory()
  0.00      1.18     0.00        2     0.00     0.00  ImDrawList::ImDrawList(ImDrawListSharedData*)
  0.00      1.18     0.00        2     0.00     0.00  ImDrawList::~ImDrawList()
  0.00      1.18     0.00        2     0.00     0.00  ImFontAtlas::AddCustomRect(int, int, ImFontAtlasRect*)
  0.00      1.18     0.00        2     0.00     0.00  ImFontBaked::FindGlyphNoFallback(unsigned short)
  0.00      1.18     0.00        2     0.00     0.00  ImFontBaked::ImFontBaked()
  0.00      1.18     0.00        2     0.00     0.00  ImFontBaked::~ImFontBaked()
  0.00      1.18     0.00        2     0.00     0.47  ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*)
  0.00      1.18     0.00        2     0.00     0.00  ImGuiWindow::~ImGuiWindow()
  0.00      1.18     0.00        2     0.00     0.00  ImChunkStream<ImGuiWindowSettings>::alloc_chunk(unsigned long)
  0.00      1.18     0.00        2     0.00     0.00  ImChunkStream<ImGuiWindowSettings>::offset_from_ptr(ImGuiWindowSettings const*)
  0.00      1.18     0.00        2     0.00     0.00  ImChunkStream<ImGuiWindowSettings>::ptr_from_offset(int)
  0.00      1.18     0.00        2     0.00     0.00  ImTextureData::SetTexID(unsigned long long)
  0.00      1.18     0.00        2     0.00     0.00  ImDrawCmdHeader::ImDrawCmdHeader()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiTextBuffer::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiTextBuffer::append(char const*, char const*)
  0.00      1.18     0.00        2     0.00     0.00  ImGuiMenuColumns::ImGuiMenuColumns()
  0.00      1.18     0.00        2     0.00     0.00  ImDrawListSplitter::ImDrawListSplitter()
  0.00      1.18     0.00        2     0.00     0.00  ImDrawListSplitter::~ImDrawListSplitter()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiWindowSettings::ImGuiWindowSettings()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiWindowTempData::ImGuiWindowTempData()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiWindowTempData::~ImGuiWindowTempData()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiKeyRoutingTable::Clear()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiPlatformImeData::ImGuiPlatformImeData()
  0.00      1.18     0.00        2     0.00     0.00  ImGuiSettingsHandler::ImGuiSettingsHandler()
  0.00      1.18     0.00        2     0.00     0.00  ImGui::SetFocusID(unsigned int, ImGuiWindow*)
  0.00      1.18     0.00        2     0.00     0.00  ImGui::SetKeyOwner(ImGuiKey, unsigned int, int)
  0.00      1.18     0.00        2     0.00     0.00  ImGui::SetNavWindow(ImGuiWindow*)
  0.00      1.18     0.00        2     0.00     0.00  ImGui::ClearActiveID()
  0.00      1.18     0.00        2     0.00     0.00  ImGui::NavInitWindow(ImGuiWindow*, bool)
  0.00      1.18     0.00        2     0.00     0.00  ImGui::DataTypeGetInfo(int)
  0.00      1.18     0.00        2     0.00     0.00  ImGui::FindBlockingModal(ImGuiWindow*)
  0.00      1.18     0.00        2     0.00     0.23  ImGui::AddSettingsHandler(ImGuiSettingsHandler const*)
  0.00      1.18     0.00        2     0.00     0.00  ImGui::ClosePopupsOverWindow(ImGuiWindow*, bool)
  0.00      1.18     0.00        2     0.00     0.23  ImGui::CreateNewWindowSettings(char const*)
  0.00      1.18     0.00        2     0.00     0.00  ImPool<ImGuiTable>::Clear()
  0.00      1.18     0.00        2     0.00     0.00  ImPool<ImGuiTabBar>::Clear()
  0.00      1.18     0.00        2     0.00     0.00  ImPool<ImGuiMultiSelectState>::Clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVec2i::ImVec2i()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawVert>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawVert>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawVert>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiTable>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImFontGlyph>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImFontGlyph>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiTabBar>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureRef>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureRef>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureRef>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureRef>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureRect>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureRect>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiPopupData>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiPopupData>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiPopupData>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiInputEvent>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiInputEvent>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiOldColumns>::clear_destruct()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiOldColumns>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiOldColumns>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiOldColumns>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiStoragePair>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiFocusScopeData>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiFocusScopeData>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiFocusScopeData>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiKeyRoutingData>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiKeyRoutingData>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiSettingsHandler>::push_back(ImGuiSettingsHandler const&)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiMultiSelectState>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImVec2>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImVec4>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImVec4>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImVec4>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImVec4>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawCmd>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawCmd>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawCmd>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawCmd>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawList*>::erase_unsorted(ImDrawList* const*)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawList*>::find_erase_unsorted(ImDrawList* const&)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawList*>::find(ImDrawList* const&)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawList*>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImFontConfig*>::push_back(ImFontConfig* const&)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureData*>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<unsigned char>::clear()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<unsigned char>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImVector<int>::ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<int>::~ImVector()
  0.00      1.18     0.00        2     0.00     0.00  ImVector<unsigned int>::reserve(int)
  0.00      1.18     0.00        2     0.00     0.00  ImGuiTextBuffer::size() const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureRef>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiStoragePair>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiFocusScopeData>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImVec2>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImVec4>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawCmd>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawList*>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiWindow*>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImGuiWindow*>::contains(ImGuiWindow* const&) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImTextureData*>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<ImDrawListSharedData*>::contains(ImDrawListSharedData* const&) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<unsigned char>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  ImVector<unsigned int>::_grow_capacity(int) const
  0.00      1.18     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator+(long) const
  0.00      1.18     0.00        2     0.00     0.00  float* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<float, float>(float*, float*, float*)
  0.00      1.18     0.00        2     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl()
  0.00      1.18     0.00        2     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_base()
  0.00      1.18     0.00        2     0.00     0.00  float* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
  0.00      1.18     0.00        2     0.00     0.00  std::vector<float, std::allocator<float> >::vector()
  0.00      1.18     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      1.18     0.00        2     0.00     0.00  float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      1.18     0.00        2     0.00     0.00  float* std::__copy_move_a<true, float*, float*>(float*, float*, float*)
  0.00      1.18     0.00        2     0.00     0.00  float* std::__copy_move_a1<true, float*, float*>(float*, float*, float*)
  0.00      1.18     0.00        2     0.00     0.00  float* std::__copy_move_a2<true, float*, float*>(float*, float*, float*)
  0.00      1.18     0.00        2     0.00     0.00  float* std::uninitialized_copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
  0.00      1.18     0.00        2     0.00     0.00  float* std::__uninitialized_copy_a<std::move_iterator<float*>, float*, float>(std::move_iterator<float*>, std::move_iterator<float*>, float*, std::allocator<float>&)
  0.00      1.18     0.00        2     0.00     0.00  float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&)
  0.00      1.18     0.00        2     0.00     0.00  float* std::copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
  0.00      1.18     0.00        2     0.00     0.00  is_library_loaded
  0.00      1.18     0.00        1     0.00     0.00  ImFileRead(void*, unsigned long long, unsigned long long, _IO_FILE*)
  0.00      1.18     0.00        1     0.00     0.00  ImFileWrite(void const*, unsigned long long, unsigned long long, _IO_FILE*)
  0.00      1.18     0.00        1     0.00     0.00  ImFileGetSize(_IO_FILE*)
  0.00      1.18     0.00        1     0.00     0.00  ImFileLoadToMemory(char const*, char const*, unsigned long*, int)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBakedAdd(ImFontAtlas*, ImFont*, float, float, unsigned int)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasPackInit(ImFontAtlas*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBuildInit(ImFontAtlas*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBuildMain(ImFontAtlas*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasTextureAdd(ImFontAtlas*, int, int)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplOpenGL3_Init(char const*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBakedDiscard(ImFontAtlas*, ImFont*, ImFontBaked*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBuildDestroy(ImFontAtlas*)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplGlfw_Shutdown()
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasFontSourceInit(ImFontAtlas*, ImFontConfig*)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplOpenGL3_Shutdown()
  0.00      1.18     0.00        1     0.00     0.00  parseOBJForSphereVerticies()
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplGlfw_InitForOpenGL(GLFWwindow*, bool)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasFontSourceAddToFont(ImFontAtlas*, ImFont*, ImFontConfig*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBuildSetupFontLoader(ImFontAtlas*, ImFontLoader const*)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplGlfw_InstallCallbacks(GLFWwindow*)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplGlfw_RestoreCallbacks(GLFWwindow*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasAddDrawListSharedData(ImFontAtlas*, ImDrawListSharedData*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasFontDestroySourceData(ImFontAtlas*, ImFontConfig*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasUpdateDrawListsTextures(ImFontAtlas*, ImTextureRef, ImTextureRef)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasRemoveDrawListSharedData(ImFontAtlas*, ImDrawListSharedData*)
  0.00      1.18     0.00        1     0.00     0.00  ImTextureDataGetFormatBytesPerPixel(ImTextureFormat)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplOpenGL3_CreateDeviceObjects()
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBuildSetupFontSpecialGlyphs(ImFontAtlas*, ImFont*, ImFontConfig*)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasGetFontLoaderForStbTruetype()
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplOpenGL3_DestroyDeviceObjects()
  0.00      1.18     0.00        1     0.00     0.00  __static_initialization_and_destruction_0()
  0.00      1.18     0.00        1     0.00     0.00  __static_initialization_and_destruction_0()
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImFontAtlas>(ImFontAtlas*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImGuiContext>(ImGuiContext*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImTextureData>(ImTextureData*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImGuiViewportP>(ImGuiViewportP*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImFontAtlasBuilder>(ImFontAtlasBuilder*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImGui_ImplGlfw_Data>(ImGui_ImplGlfw_Data*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImGui_ImplOpenGL3_Data>(ImGui_ImplOpenGL3_Data*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImFont>(ImFont*)
  0.00      1.18     0.00        1     0.00     0.00  void IM_DELETE<ImStb::STB_TexteditState>(ImStb::STB_TexteditState*)
  0.00      1.18     0.00        1     0.00     0.00  stb_adler32(unsigned int, unsigned char*, unsigned int)
  0.00      1.18     0.00        1     0.00     0.00  CheckProgram(unsigned int, char const*)
  0.00      1.18     0.00        1     0.00     0.00  stbtt__isfont(unsigned char*)
  0.00      1.18     0.00        1     0.00     0.00  stb_decompress(unsigned char*, unsigned char const*, unsigned int)
  0.00      1.18     0.00        1     0.00     0.00  stbtt__new_buf(void const*, unsigned long)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplGlfw_Init(GLFWwindow*, bool, GlfwClientApi)
  0.00      1.18     0.00        1     0.00     0.00  stbtt_InitFont_internal(stbtt_fontinfo*, unsigned char*, int)
  0.00      1.18     0.00        1     0.00     0.00  ImFontAtlasBuildSetTexture(ImFontAtlas*, ImTextureData*)
  0.00      1.18     0.00        1     0.00     0.00  ImGui_ImplGlfw_ContextMap_Add(GLFWwindow*, ImGuiContext*)
  0.00      1.18     0.00        1     0.00     0.00  TableSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*)
